time_s,base,observed,interpolated,covered
16.3999836,-0.13939798066567388,True,False,True
16.433316899999998,-0.2668182075363598,True,False,True
16.4666502,-0.383298972695297,True,False,True
16.4999835,-0.48209429592350683,True,False,True
16.533316799999998,-0.5572982647605841,True,False,True
16.5666501,-0.6042379017657635,True,False,True
16.5999834,-0.6197913749940168,True,False,True
16.633316699999998,-0.6026062191313674,True,False,True
16.66665,-0.5532003484227472,True,False,True
16.6999833,-0.4739384521623411,True,False,True
16.7333166,-0.3688867702648773,True,False,True
16.7666499,-0.24355909210872412,True,False,True
16.7999832,-0.10457506294631953,True,False,True
16.8333165,0.0407422626943704,True,False,True
16.866649799999998,0.18479963723901835,True,False,True
16.8999831,0.32016743151410393,True,False,True
16.9333164,0.43998622541120674,True,False,True
16.966649699999998,0.5383227099324449,True,False,True
16.999983,0.6104570714199313,True,False,True
17.0333163,0.6530902379352009,True,False,True
17.066649599999998,0.6644655063595069,True,False,True
17.0999829,0.6444046408991928,True,False,True
17.1333162,0.5942632170323402,True,False,True
17.1666495,0.5168136256352246,True,False,True
17.1999828,0.4160667352394357,True,False,True
17.2333161,0.2970448189391586,True,False,True
17.2666494,0.16551912458409498,True,False,True
17.299982699999997,0.027725560633828195,True,False,True
17.333316,-0.10992846133311102,True,False,True
17.3666493,-0.24115380820732707,True,False,True
17.399982599999998,-0.36005491236764503,True,False,True
17.4333159,-0.46138073562545534,True,False,True
17.4666492,-0.5407429909159985,True,False,True
17.499982499999998,-0.5947946762044506,True,False,True
17.5333158,-0.6213634721008171,True,False,True
17.5666491,-0.619536048246638,True,False,True
17.5999824,-0.5896908019923578,True,False,True
17.6333157,-0.5334780200288115,True,False,True
17.666649,-0.45374792648681167,True,False,True
17.6999823,-0.3544285840558122,True,False,True
17.733315599999997,-0.2403571708409179,True,False,True
17.7666489,-0.11706977572879695,True,False,True
17.7999822,0.009443472339329621,True,False,True
17.833315499999998,0.13300944057566091,True,False,True
17.8666488,0.2475590661544819,True,False,True
17.8999821,0.34741886851439563,True,False,True
17.933315399999998,0.4275941049760518,True,False,True
17.9666487,0.484029985448147,True,False,True
17.999982,0.5138371159950338,True,False,True
18.0333153,0.5154677695168475,True,False,True
18.0666486,0.48883080138707186,True,False,True
18.0999819,0.4353351268457522,True,False,True
18.1333152,0.35785469659771757,True,False,True
18.1666485,0.2606118188856707,True,False,True
18.1999818,0.14898035779843344,True,False,True
18.2333151,0.02921555321543083,True,False,True
18.2666484,-0.09187739702379875,True,False,True
18.2999817,-0.2073187366602667,True,False,True
18.333315,-0.310351965021263,True,False,True
18.3666483,-0.3948395181456935,True,False,True
18.3999816,-0.4556305706117982,True,False,True
18.4333149,-0.4888760858172979,True,False,True
18.4666482,-0.492269259021806,True,False,True
18.4999815,-0.46519446923828356,True,False,True
18.5333148,-0.4087743489957775,True,False,True
18.5666481,-0.3258119675769784,True,False,True
18.5999814,-0.22063267083601698,True,False,True
18.6333147,-0.09883709671679164,True,False,True
18.666648,0.03301734041253174,True,False,True
18.6999813,0.16778508198064537,True,False,True
18.7333146,0.29812751866001136,True,False,True
18.7666479,0.41691053373687903,True,False,True
18.7999812,0.517581825729522,True,False,True
18.8333145,0.5945080522201286,True,False,True
18.8666478,0.6432555252700938,True,False,True
18.8999811,0.6608024460388585,True,False,True
18.9333144,0.6456751224727941,True,False,True
18.9666477,0.5980049662091672,True,False,True
18.999981,0.5195070889454413,True,False,True
19.0333143,0.4133848663864019,True,False,True
19.0666476,0.2841678257048216,True,False,True
19.0999809,0.13749260499174049,True,False,True
19.1333142,-0.020161471589611176,True,False,True
19.1666475,-0.1817694425022828,True,False,True
19.1999808,-0.34007695177395475,True,False,True
19.2333141,-0.4879220971536831,True,False,True
19.2666474,-0.6185496030559581,True,False,True
19.2999807,-0.7259047702262029,True,False,True
19.333314,-0.8048957643066779,True,False,True
19.3666473,-0.8516142464512552,True,False,True
19.3999806,-0.8635060724586734,True,False,True
19.4333139,-0.8394857425277704,True,False,True
19.4666472,-0.7799904189671252,True,False,True
19.4999805,-0.6869715871520881,True,False,True
19.5333138,-0.5638247531577262,True,False,True
19.5666471,-0.41525988054642904,True,False,True
19.5999804,-0.24711749304708797,True,False,True
19.6333137,-0.06613742931090517,True,False,True
19.666647,0.12031094952553652,True,False,True
19.6999803,0.3045268032764774,True,False,True
19.7333136,0.4787926960479493,True,False,True
19.7666469,0.6356942166145032,True,False,True
19.7999802,0.7684319838120186,True,False,True
